https://www.espn.com/soccer/report/_/gameId/748236	espn_clasico.txt
https://www.statmuse.com/fc/ask/barca-clean-sheets-this-season?l=laliga	barça_cleansheet.txt
https://www.espn.com/soccer/report/_/gameId/748236	espn_clasico.txt
https://www.beinsports.com/en-us/soccer/la-liga/articles/barcelona-will-not-return-to-camp-nou-for-valencia-match-2025-09-09	barcelona_cruyff.txt
https://www.skysports.com/football/celta-vigo-vs-barcelona/536076	vigo_barça_comments.txt
https://www.catalannews.com/sports/item/fc-barcelona-camp-nou-return-november-22	campnou_return.txt
https://fcbarcelonalatestnews.com/biggest-barcelona-losses/	defeats.txt
https://fcbarcelonalatestnews.com/biggest-barcelona-losses/	season-wiki.txt
https://www.statmuse.com/fc/ask/barcelona-top-assist-this-season-by-player?l=laliga	laliga_assists.txt
https://www.statmuse.com/fc/ask/player-with-the-most-yellow-cards-for-barcelona?l=laliga	cards.txt
https://www.espn.com/soccer/report/_/gameId/748165	espn_barça_rayo.txt
https://en.wikipedia.org/wiki/2025%E2%80%9326_FC_Barcelona_season	season-wiki.txt
https://www.uefa.com/uefachampionsleague/clubs/50080--barcelona/matches/	ucl_matches.txt
https://www.espn.co.uk/football/report/_/gameId/748153	barça_mallorca.txt
https://www.espn.com/soccer/report/_/gameId/748236	espn_clasico.txt
https://www.fcbarcelona.com/en/football/first-team/news/4314453/lamine-yamal-is-the-fc-barcelona-no10	lamine_10.txt
https://www.statmuse.com/fc/ask?q=barcelona+goals+in+the+25%2F26+so+far&l=ucl	champions_scored.txt
https://www.statmuse.com/fc/ask/barca-total-goals-scored-this-season?l=laliga	laliga_scored.txt
https://www.reuters.com/sports/soccer/barcelonas-defensive-frailty-costs-them-european-dream-2025-05-07/	ucl_conceded_2025.txt
 https://www.uefa.com/uefachampionsleague/clubs/50080/statistics/	barça_stats.txt
https://tribuna.com/en/news/2025-11-26-barcelona-are-streak-of-53-consecutive-matches-with-goals-came-to-an-end	goal_less.txt
