0.2	0.0	0	0.45161290322580644	2
0.8	0.0	0	0.0	3
1.0	1.0	1	1.0	1
0.2	0.0	0	0.2962962962962963	2
0.0	0.0	0	0.2777777777777778	2
0.4	0.0	0	0.15	18
0.8	0.3333333333333333	0	0.35	3
0.2	0.0	0	0.3157894736842105	2
0.0	0.0	0	0.18181818181818182	2
1.0	1.0	0	0.7368421052631579	3
0.4	0.125	0	0.1391304347826087	14
0.8	0.0	0	0.3037974683544304	8
0.0	0.0	0	0.0	1
1.0	0.0	0	0.022222222222222223	16
1.0	1.0	0	0.8148148148148148	2
1.0	0.0	0	0.06153846153846154	11
1.0	0.6666666666666666	0	0.4	2
1.0	1.0	1	1.0	1
0.0	0.0	0	0.020100502512562814	30
0.2	0.0	0	0.0	1
0.0	0.0	0	0.0	1
1.0	0.5	0	0.18181818181818182	3
1.0	0.6666666666666666	0	0.72	3
0.4	0.0	0	0.0	2
1.0	0.5714285714285715	0	0.5581395348837209	2
0.2	0.0	0	0.2857142857142857	2
0.2	0.6666666666666666	0	0.7878787878787878	3
1.0	1.0	1	1.0	2
1.0	1.0	0	0.7428571428571429	2
0.0	0.0	0	0.21621621621621623	2
0.0	0.0	0	0.10256410256410256	7
0.2	0.0	0	0.14285714285714285	11
0.0	0.0	0	0.17391304347826086	13
1.0	1.0	0	0.7586206896551724	2
1.0	1.0	0	0.75	2
0.0	0.0	0	0.06557377049180328	10
0.0	0.0	0	0.4	1
1.0	1.0	1	1.0	1
1.0	0.0	0	0.0	2
0.2	0.0	0	0.32558139534883723	2
0.0	0.0	0	0.12598425196850394	3
0.2	0.11764705882352941	0	0.14754098360655737	3
0.0	0.0	0	0.19230769230769232	2
0.0	0.0	0	0.17647058823529413	3
0.0	0.0	0	0.13513513513513514	3
0.0	0.0	0	0.17142857142857143	3
0.0	0.0	0	0.1891891891891892	3
0.0	0.0	0	0.1276595744680851	3
0.2	0.0	0	0.12121212121212122	3
0.0	0.0	0	0.12345679012345678	3
0.0	0.0	0	0.22772277227722773	24
0.4	0.5714285714285714	0	0.7787610619469026	7
0.2	0.0	0	0.14432989690721648	3
0.0	0.0	0	0.1	2
0.0	0.0	0	0.18421052631578946	3
0.0	0.0	0	0.13043478260869565	3
0.0	0.0	0	0.12	3
0.2	0.0	0	0.21428571428571427	3
0.2	0.0	0	0.16666666666666666	3
0.0	0.0	0	0.15384615384615385	3
0.0	0.0	0	0.11267605633802817	3
0.0	0.0	0	0.20689655172413793	3
0.0	0.0	0	0.14492753623188406	8
0.4	0.0	0	0.12598425196850394	17
0.0	0.0	0	0.2803738317757009	11
0.0	0.0	0	0.024	6
0.0	0.0	0	0.2857142857142857	9
0.0	0.03636363636363636	0	0.02531645569620253	4
0.0	0.08955223880597013	0	0.0447427293064877	10
0.0	0.09836065573770493	0	0.023094688221709007	9
0.0	0.1	0	0.013986013986013986	9
0.0	0.043478260869565216	0	0.025	7
0.0	0.07547169811320754	0	0.021220159151193633	5
0.0	0.0	0	0.024734982332155476	4
0.0	0.034482758620689655	0	0.023346303501945526	3
0.0	0.025641025641025644	0	0.0091324200913242	3
0.0	0.025641025641025644	0	0.015037593984962405	3
0.0	0.022988505747126436	0	0.0136986301369863	3
0.0	0.030303030303030304	0	0.01593625498007968	3
0.0	0.017543859649122806	0	0.007575757575757576	3
0.0	0.0	0	0.26666666666666666	3
0.0	0.0	0	0.19047619047619047	3
0.0	0.0	0	0.18181818181818182	3
0.0	0.0	0	0.10526315789473684	3
0.0	0.0	0	0.13333333333333333	4
0.0	0.0	0	0.22857142857142856	3
0.0	0.0	0	0.21621621621621623	3
0.0	0.0	0	0.10526315789473684	3
0.0	0.0	0	0.09090909090909091	3
0.0	0.0	0	0.27586206896551724	3
0.0	0.0	0	0.27586206896551724	2
0.0	0.0	0	0.21621621621621623	3
0.0	0.0	0	0.18181818181818182	3
0.0	0.0	0	0.13333333333333333	3
0.0	0.0	0	0.16	5
0.0	0.0	0	0.13636363636363635	9
0.0	0.0	0	0.06349206349206349	9
0.0	0.0	0	0.03225806451612903	10
0.0	0.0	0	0.22950819672131148	8
0.0	0.0	0	0.13333333333333333	8
0.0	0.0	0	0.13559322033898305	8
0.0	0.0	0	0.08695652173913043	8
0.0	0.0	0	0.06896551724137931	4
0.0	0.0	0	0.21052631578947367	4
